OBJECTID,LAD22CD,LAD22NM,BNG_E,BNG_N,LONG,LAT,SHAPE_Length,SHAPE_Area
304,E09000028,Southwark,533945,175863,-0.073090002,51.465889,33625.5095887246,29921640.0728822
305,E09000029,Sutton,527356,163640,-0.17227,51.357559,39804.2153145853,43842789.9621698
306,E09000030,Tower Hamlets,536340,181452,-0.03647,51.515541,26810.7357224521,21576472.9117977
307,E09000031,Waltham Forest,537327,190277,-0.01881,51.594608,33326.6907765963,38807995.9514475
308,E09000032,Wandsworth,525151,174138,-0.20023,51.4524,37394.4133951972,35220321.9927891
309,E09000033,Westminster,528268,180870,-0.15295,51.512199,27150.5344916032,22030013.0465806
310,N09000001,Antrim and Newtownabbey,130813,541285,-6.1775999,54.693859,165066.961090158,728186534.011934
311,N09000002,"Armagh City, Banbridge and Craigavon",112110,508158,-6.4345498,54.3867,242954.33539518,1437068573.07739
312,N09000003,Belfast,146465,529747,-5.9253502,54.59853,65866.7852260915,137716652.025126
313,N09000004,Causeway Coast and Glens,106168,581420,-6.5995998,55.039619,381026.183879142,1985534670.71754
314,N09000005,Derry City and Strabane,51779,559566,-7.42064,54.80904,271397.40327128,1251241580.22694
315,N09000006,Fermanagh and Omagh,41233,513013,-7.5271001,54.385208,426437.771573501,3012114892.36428
316,N09000007,Lisburn and Castlereagh,138712,518920,-6.03545,54.49752,167278.148593367,510438048.320764
317,N09000008,Mid and East Antrim,133943,560151,-6.14645,54.86462,234604.730290035,1061355460.93469
318,N09000009,Mid Ulster,83920,528564,-6.8888998,54.552731,318306.174447412,1957293776.36256
319,N09000010,"Newry, Mourne and Down",133006,480432,-6.0889101,54.149529,379481.254915993,1682340596.67205
320,N09000011,Ards and North Down,164321,524944,-5.64568,54.564091,203349.301102072,566472991.274504
321,S12000005,Clackmannanshire,291178,696402,-3.75316,56.147839,83965.0370535922,163912617.095115
322,S12000006,Dumfries and Galloway,270645,579856,-4.0286298,55.09621,830996.510342947,6675255843.90477
323,S12000008,East Ayrshire,255398,624935,-4.2905698,55.496738,341126.501410665,1270345623.57427
324,S12000010,East Lothian,354854,672351,-2.72435,55.94207,196540.423140291,699480553.980652
325,S12000011,East Renfrewshire,251930,653115,-4.36058,55.74868,93982.4588278511,174247286.301195
326,S12000013,Na h-Eileanan Siar,126473,932862,-6.6572199,58.199379,3632657.59872438,3270210173.08778
327,S12000014,Falkirk,285585,680170,-3.83619,56.000771,129349.294976712,314934626.067449
328,S12000017,Highland,241018,858292,-4.6610298,57.586571,4830693.56733473,26473987324.5981
329,S12000018,Inverclyde,227922,670894,-4.75387,55.900299,75106.1444083551,173624449.241515
330,S12000019,Midlothian,330088,659217,-3.1173799,55.82111,126464.604454531,355272051.811731
331,S12000020,Moray,328015,843590,-3.2020199,57.476799,395443.843108014,2257632218.03482
332,S12000021,North Ayrshire,228996,651640,-4.7245998,55.72789,352531.623020533,903842513.598754
333,S12000023,Orkney Islands,348293,1006584,-2.90025,58.94334,1526542.58791136,1086540028.6615
334,S12000026,Scottish Borders,345889,626137,-2.85869,55.525951,522860.077021967,4742689759.4939
335,S12000027,Shetland Islands,434516,1180307,-1.37344,60.504951,2167732.16334059,1657321603.27576
336,S12000028,South Ayrshire,226545,596271,-4.7289901,55.23008,333361.899935424,1234683487.54363
337,S12000029,South Lanarkshire,284634,636071,-3.83272,55.60453,284597.023353438,1774015373.08336
338,S12000030,Stirling,255980,708769,-4.3259501,56.249531,332011.042487176,2254813352.71274
339,S12000033,Aberdeen City,387763,808479,-2.20398,57.166969,98933.040938299,205588277.323871
340,S12000034,Aberdeenshire,352284,816277,-2.7920799,57.234692,791859.815926895,6338657613.85259
341,S12000035,Argyll and Bute,200740,715443,-5.2211399,56.28944,3638663.64261861,7166073871.16255
342,S12000036,City of Edinburgh,320193,669417,-3.27826,55.911201,112724.776100732,272887422.95966
343,S12000038,Renfrewshire,239305,664698,-4.5683398,55.848621,104342.150392759,269242750.853048
344,S12000039,West Dunbartonshire,242904,681586,-4.52074,56.0014,84804.5167625484,182782222.654484
345,S12000040,West Lothian,299483,668514,-3.6090901,55.8992,137078.761583919,431579318.635832
346,S12000041,Angus,345506,759636,-2.8921001,56.725182,311883.319088679,2202448073.03495
347,S12000042,Dundee City,340291,732145,-2.9709499,56.4776,51039.8656407906,62410281.6106365
348,S12000045,East Dunbartonshire,261240,676154,-4.2241702,55.95829,99592.6325879836,174489033.610113
349,S12000047,Fife,339187,704721,-2.9825101,56.231121,365662.212588176,1372428426.10165
350,S12000048,Perth and Kinross,284302,744185,-3.88484,56.575279,566717.975472112,5421362723.58906
351,S12000049,Glasgow City,261534,667033,-4.2147899,55.876492,108633.014797119,176356721.676201
352,S12000050,North Lanarkshire,277984,665608,-3.9514,55.868141,163983.319889321,472298223.95542
353,W06000001,Isle of Anglesey,245217,378331,-4.3229799,53.279308,260611.455420501,747811829.826447
354,W06000002,Gwynedd,280555,334966,-3.7771499,52.89883,470662.679671257,2619680843.3659
355,W06000003,Conwy,283293,362563,-3.74646,53.147388,241832.154567041,1149211627.68346
356,W06000004,Denbighshire,309843,355416,-3.34761,53.088329,220845.281424338,846289139.83461
357,W06000005,Flintshire,321134,369280,-3.1824801,53.21471,143111.97070364,489500774.219026
358,W06000006,Wrexham,333523,345387,-2.9920299,53.001671,190023.448114476,503773535.230117
359,W06000008,Ceredigion,267127,268437,-3.94993,52.297951,330042.078050812,1806698314.531
360,W06000009,Pembrokeshire,199821,221392,-4.9081802,51.855129,569499.32490954,1651199087.15189
361,W06000010,Carmarthenshire,247954,224133,-4.2111001,51.894951,362998.534035864,2440243290.60243
362,W06000011,Swansea,264022,197308,-3.9672301,51.658058,152596.287912615,419393579.788371
363,W06000012,Neath Port Talbot,279261,195412,-3.7463801,51.644501,136036.293233669,451880814.943215
364,W06000013,Bridgend,288231,185870,-3.61375,51.5606,90743.0069355244,255120918.690614
365,W06000014,Vale of Glamorgan,302947,173080,-3.39801,51.44836,102745.439176882,339804335.235608
366,W06000015,Cardiff,315272,178887,-3.22209,51.502541,70140.1456385469,149444861.046783
367,W06000016,Rhondda Cynon Taf,302237,192395,-3.41359,51.621849,130225.273793906,424150476.006006
368,W06000018,Caerphilly,317245,195259,-3.19753,51.650009,116195.727849562,277387807.11228
369,W06000019,Blaenau Gwent,318236,206771,-3.18592,51.753639,65601.5677696131,108728046.06745
370,W06000020,Torfaen,327459,200480,-3.0510099,51.69836,82540.0392973313,126239929.82518
371,W06000021,Monmouthshire,337812,209231,-2.9028001,51.778271,250870.543419591,886044959.883788
372,W06000022,Newport,337897,187432,-2.8976901,51.58231,135644.59703238,217517982.932784
373,W06000023,Powys,302329,273255,-3.4353099,52.34864,606515.519241378,5195456366.21824
374,W06000024,Merthyr Tydfil,305916,206424,-3.3642499,51.748581,66689.0810594782,111956970.938394
